read_2,bnf_code,dmd_code,drug_name,insulin,hypo,metformin,aspirin,antiplatelet,anticoagulant,statin
NA,210109,NA,Glucorx Finepoint  Needles for insulin pens  4 mm/31 gauge,1,,,,,,
NA,NA,NA,Glucorx Finepoint  Needles for insulin pens  4 mm/31 gauge,1,,,,,,
NA,210109,NA,Glucorx Finepoint  Needles for insulin pens  5 mm/31 gauge,1,,,,,,
NA,210109,NA,Glucorx Finepoint  Needles for insulin pens  6 mm/31 gauge,1,,,,,,
NA,210109,NA,Glucorx Finepoint  Needles for insulin pens  8 mm/31 gauge,1,,,,,,
phC3.,71190600,NA,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC3.,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC3.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC4.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC5.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC6.,71190600,NA,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC6.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
phC7.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-fill...,1,,,,,,
NA,06.01.01.03.00,NA,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (GlucoRx Ltd),1,,,,,,
phC7.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (GlucoRx Ltd),1,,,,,,
NA,06.01.01.03.00,NA,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd),1,,,,,,
NA,06.01.01.03.00,NA,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd),1,,,,,,
phC3.,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd),1,,,,,,
phC3.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd),1,,,,,,
NA,06.01.01.03.00,NA,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd),1,,,,,,
phC4.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd),1,,,,,,
NA,06.01.01.03.00,NA,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd),1,,,,,,
phC5.,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd),1,,,,,,
phC5.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (GlucoRx Ltd),1,,,,,,
NA,06.01.01.03.00,NA,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd),1,,,,,,
phC6.00,NA,2.31E+16,GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd),1,,,,,,
NA,210109,NA,Glucorx Finepoint Ultra  Needles for insulin pens  4 mm/32 gauge,1,,,,,,
phCK.,71190600,NA,GlucoRx FinePoint Ultra hypodermic insulin needles for pr...,1,,,,,,
phCK.,NA,2.90E+16,GlucoRx FinePoint Ultra hypodermic insulin needles for pr...,1,,,,,,
phCK.00,NA,2.90E+16,GlucoRx FinePoint Ultra hypodermic insulin needles for pr...,1,,,,,,
NA,91.03.01.00.00,NA,GlucoRx FinePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (GlucoRx Ltd),1,,,,,,
phCK.,NA,2.90E+16,GlucoRx FinePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (GlucoRx Ltd),1,,,,,,
phCK.00,NA,2.90E+16,GlucoRx FinePoint Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (GlucoRx Ltd),1,,,,,,
NA,06.01.01.02.00,NA,HUMAJECT I pen 100 units/ml [LILLY],1,,,,,,
f27C.00,NA,3.27E+15,HUMAJECT M3 pen 100 iu/ml,1,,,,,,
f27C.00,NA,3.27E+15,HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.01.00,NA,HumaJect S Pen 100units/ml solution for injection (Eli Lilly and Company Ltd),1,,,,,,
NA,0601011L0BBAAAA,NA,Humalog  Cartridges (1.5 Ml)  100 units/ml,1,,,,,,
NA,6010101,NA,Humalog  Cartridges (3 Ml)  100 units/ml,1,,,,,,
NA,0601011L0BBABAB,NA,Humalog  Injection  100 units/ml,1,,,,,,
NA,6010101,NA,Humalog  Solution for injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
f137.00,NA,3.28E+15,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
NA,NA,3.28E+15,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
f132.,6010101,NA,Humalog 100units/ml solution for injection 10ml vials (El...,1,,,,,,
f132.00,NA,3.28E+15,Humalog 100units/ml solution for injection 10ml vials (El...,1,,,,,,
f132.00,NA,3.28E+15,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.01.00,NA,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd),1,,,,,,
f135.00,NA,3.28E+15,Humalog 100units/ml solution for injection 3ml cartridges (E,1,,,,,,
f135.00,NA,3.28E+15,Humalog 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.01.00,NA,Humalog 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
f135.,6010101,NA,Humalog 100units/ml solution for injection 3ml cartridges...,1,,,,,,
f135.00,NA,3.28E+15,Humalog 100units/ml solution for injection 3ml cartridges...,1,,,,,,
NA,0601011L0BBAAAA,NA,Humalog Cartridge 1.5ml INJ 100UNITS/ML,1,,,,,,
NA,6010101,NA,HUMALOG CARTRIDGE 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010101,NA,Humalog Cartridge 3ml INJ 100UNITS/ML,1,,,,,,
f135.,6010101,NA,HUMALOG CARTRIDGE inj soln 100 units/ml,1,,,,,,
f135.00,NA,3.28E+15,HUMALOG CARTRIDGE inj soln 100 units/ml,1,,,,,,
f137.00,NA,3.28E+15,HUMALOG DISPOSABLE PEN inj soln 100 units/ml,1,,,,,,
f137.00,NA,3.28E+15,HUMALOG inj 100 iu/ml,1,,,,,,
NA,NA,3.28E+15,HUMALOG inj 100 iu/ml,1,,,,,,
NA,NA,2.99E+17,HUMALOG injection 100 iu/ml [3ml cartridge],1,,,,,,
NA,06.01.01.01.00,NA,HUMALOG injection 100 units/ml [LILLY],1,,,,,,
NA,6010101,NA,Humalog Kwikpen  Solution for injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
f138.,6010101,NA,Humalog KwikPen 100units/ml solution for injection 3ml pr...,1,,,,,,
f138.00,NA,1.39E+16,Humalog KwikPen 100units/ml solution for injection 3ml pr...,1,,,,,,
f138.00,NA,1.39E+16,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.01.00,NA,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,6010101,NA,Humalog Kwikpen 3ml INJ 100UNITS/ML,1,,,,,,
f138.00,NA,1.39E+16,HUMALOG KWIKPEN inj soln 100 units/ml,1,,,,,,
fw12.00,NA,3.64E+16,Humalog mix 25 25/75 100units/ml Injection (Eli Lilly and Company Ltd),1,,,,,,
NA,NA,3.64E+16,Humalog mix 25 25/75 100units/ml Injection (Eli Lilly and Company Ltd),1,,,,,,
NA,6010102,NA,HUMALOG MIX 25 CARTRIDGE 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Humalog Mix 25 Cartridge 3ml INJ 100UNITS/ML,1,,,,,,
fw11.00,NA,3.28E+15,HUMALOG MIX 25 CARTRIDGE inj susp 100 units/ml,1,,,,,,
fw12.00,NA,3.28E+15,HUMALOG MIX 25 DISPOSABLE PEN inj susp 100 units/ml,1,,,,,,
fw12.00,NA,3.64E+16,HUMALOG MIX 25 inj 25:75; 100 units/ml,1,,,,,,
NA,NA,3.64E+16,HUMALOG MIX 25 inj 25:75; 100 units/ml,1,,,,,,
fw12.00,NA,3.64E+16,HUMALOG MIX 25 inj 25:75; 100u/ml,1,,,,,,
NA,06.01.01.02.00,NA,HUMALOG MIX 25 injection 25:75; 100 units/ml [LILLY],1,,,,,,
fw12.00,NA,3.64E+16,Humalog mix 25 injection 25:75; 100u/ml,1,,,,,,
NA,6010102,NA,HUMALOG MIX 25 KWICKPEN 3ML INJ 100UNITS/ML,1,,,,,,
fw15.00,NA,1.39E+16,HUMALOG MIX 25 KWIKPEN inj susp 100 units/ml,1,,,,,,
NA,6010102,NA,HUMALOG MIX 25 PEN 3ML INJ 100UNITS/ML,1,,,,,,
fw14.00,NA,1.03E+16,HUMALOG MIX 50 CARTRIDGE inj susp 100 units/ml,1,,,,,,
fw16.00,NA,1.39E+16,HUMALOG MIX 50 KWIKPEN inj susp 100 units/ml,1,,,,,,
NA,6010102,NA,HUMALOG MIX 50 PREFILLED PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Humalog Mix25  Cartridges (3 Ml)  100 units/ml,1,,,,,,
NA,6010102,NA,Humalog Mix25  Suspension For Injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
NA,NA,1.65E+16,Humalog Mix25 100units/ml suspension for injection 10ml v...,1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),1,,,,,,
NA,NA,1.65E+16,Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),1,,,,,,
fw11.,6010102,NA,Humalog Mix25 100units/ml suspension for injection 3ml ca...,1,,,,,,
fw11.00,NA,3.28E+15,Humalog Mix25 100units/ml suspension for injection 3ml ca...,1,,,,,,
fw11.00,NA,3.28E+15,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
NA,6010102,NA,Humalog Mix25 Kwikpen  Suspension For Injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
fw15.,6010102,NA,Humalog Mix25 KwikPen 100units/ml suspension for injectio...,1,,,,,,
fw15.00,NA,1.39E+16,Humalog Mix25 KwikPen 100units/ml suspension for injectio...,1,,,,,,
fw15.00,NA,1.39E+16,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
fw12.00,NA,3.28E+15,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,6010102,NA,Humalog Mix50  Injection (cartridges)  100 units/ml  3 ml cartridge,1,,,,,,
NA,6010102,NA,Humalog Mix50  Suspension For Injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
fw14.,6010102,NA,Humalog Mix50 100units/ml suspension for injection 3ml ca...,1,,,,,,
fw14.00,NA,1.03E+16,Humalog Mix50 100units/ml suspension for injection 3ml ca...,1,,,,,,
fw14.00,NA,1.03E+16,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd),1,,,,,,
NA,6010102,NA,Humalog Mix50 Kwikpen  Suspension For Injection  100 units/ml  3 ml pre-filled pen,1,,,,,,
fw16.,6010102,NA,Humalog Mix50 KwikPen 100units/ml suspension for injectio...,1,,,,,,
fw16.00,NA,1.39E+16,Humalog Mix50 KwikPen 100units/ml suspension for injectio...,1,,,,,,
fw16.00,NA,1.39E+16,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.02.00,NA,Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
f137.00,NA,3.28E+15,Humalog Pen 100units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.01.00,NA,Humalog Pen 100units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd),1,,,,,,
f132.00,NA,3.28E+15,HUMALOG VIAL inj soln 100 units/ml,1,,,,,,
NA,06.01.01.02.00,NA,HUMAN ACTRAPHANE injection 100 units/ml [NOVO],1,,,,,,
NA,0601011N0BFAEAL,NA,Human Actrapid  Injection  100 units/ml,1,,,,,,
NA,0601011N0BFAPAM,NA,Human Actrapid  Preloaded Pen  100 units/ml,1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID 100iu/mL penfil,1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID 100u/mL 10mL,1,,,,,,
f12B.00,NA,1.41E+16,HUMAN ACTRAPID 100u/ml inj.,1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID 100u/ml inj.,1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID 100u/ml inj.[10ml vial(s)],1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID 100u/mL penfill,1,,,,,,
NA,6010101,NA,HUMAN ACTRAPID 3ML PENFIL CARTRIDGES,1,,,,,,
f12B.00,NA,1.41E+16,HUMAN ACTRAPID inj 100 iu/ml,1,,,,,,
f12B.00,NA,3.29E+15,HUMAN ACTRAPID pen 100 iu/ml,1,,,,,,
NA,0601011N0BFAQAS,NA,Human Actrapid Penfill  Cartridges (3 Ml)  100 units/ml,1,,,,,,
NA,0601011N0BFAJAD,NA,Human Actrapid Penfill 1.5ml INJ 100UNITS/ML,1,,,,,,
f12J.00,NA,8.36E+16,HUMAN ACTRAPID PENFILL 100 iu/ml,1,,,,,,
f12J.00,NA,8.36E+16,Human actrapid penfill 100 iu/ml,1,,,,,,
f12J.00,NA,8.36E+16,HUMAN ACTRAPID PENFILL 100 IU/ML,1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID PENFILL 100 IU/ML[1.5ml cartridg,1,,,,,,
NA,06.01.01.01.00,NA,Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Ltd),1,,,,,,
NA,6010101,NA,Human Actrapid Penfill 3ml inj 100 units/ml,1,,,,,,
NA,6010101,NA,human actrapid penfill 3ml INJ 100 units/ml,1,,,,,,
NA,6010101,NA,Human Actrapid Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,NA,2.99E+17,HUMAN ACTRAPID PENFILLS,1,,,,,,
NA,NA,325761004,"Human Chorionic Gonadotrophin  Injection  10,000 units/amp",1,,,,,,
NA,06.01.01.02.00,NA,HUMAN INITARD 50/50 injection 100 units/ml [NOVO],1,,,,,,
NA,6010102,NA,HUMAN INSULATARD 3ML PENFIL CARTRIDGES,1,,,,,,
NA,NA,2.99E+17,HUMAN INSULATARD GE,1,,,,,,
NA,6010102,NA,Human Insulatard Ge  Penfill Cartridges (1.5 Ml)  100 units/ml,1,,,,,,
NA,0601012S0BDALAK,NA,Human Insulatard Ge  Penfill Cartridges (3 Ml)  100 units/ml,1,,,,,,
NA,0601012S0BDALAK,NA,Human Insulatard Ge  Penfill cartridges (3 ml)  100 units/ml,1,,,,,,
NA,0601012S0AAAHAH,NA,Human Insulatard Ge  Preloaded Pen  100 units/ml,1,,,,,,
f25p.00,NA,5.66E+16,HUMAN INSULATARD ge inj 100 iu/ml,1,,,,,,
NA,0601012S0BDAJAC,NA,HUMAN INSULATARD GE VIAL 10ML INJ 100UNITS/ML,1,,,,,,
f25p.00,NA,5.66E+16,HUMAN INSULATARD injection 100 units/ml,1,,,,,,
f25m.00,NA,3.26E+15,HUMAN INSULATARD pen 100 iu/ml,1,,,,,,
NA,NA,5.66E+16,HUMAN INSULATARD pen 100 iu/ml,1,,,,,,
NA,6010102,NA,Human Insulatard Penfill 1.5ml INJ 100UNITS/ML,1,,,,,,
f25x.00,NA,5.66E+16,HUMAN INSULATARD PENFILL 100 iu/ml,1,,,,,,
NA,NA,2.99E+17,HUMAN INSULATARD PENFILL 100 IU/ML,1,,,,,,
f25x.00,NA,5.66E+16,HUMAN INSULATARD PENFILL 100 iu/ml [3ml cartridge],1,,,,,,
NA,NA,2.99E+17,HUMAN INSULATARD PENFILL 100 IU/ML[1.5ml cartri,1,,,,,,
NA,6010102,NA,HUMAN INSULATARD PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Human Insulatard Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,NA,2.99E+17,HUMAN INSULATARD-100U/ML,1,,,,,,
NA,NA,2.99E+17,Human insulin 100u/mL inj vial,1,,,,,,
NA,NA,1.81E+17,HUMAN MENOPAUSAL GONADOTROPHINS INJ 150I/U,1,,,,,,
NA,NA,1.81E+17,HUMAN MENOPAUSAL GONADOTROPHINS INJ 75I/U,1,,,,,,
NA,NA,2.99E+17,HUMAN MIXTARD 10 pen 100 iu/ml,1,,,,,,
f281.00,NA,2.11E+17,HUMAN MIXTARD 10 PENFILL 100 iu/ml,1,,,,,,
NA,0601012D0BCAZA0,NA,Human Mixtard 20  Penfill cartridges (3 ml),1,,,,,,
f27Q.00,NA,3.27E+15,HUMAN MIXTARD 20 pen 100 iu/ml,1,,,,,,
NA,6010102,NA,HUMAN MIXTARD 20 PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,0601012D0BCAZA0,NA,HUMAN MIXTARD 20 PEN 3ML INJ 100UNITS/ML,1,,,,,,
f282.00,NA,2.11E+17,HUMAN MIXTARD 20 PENFILL 100 iu/ml,1,,,,,,
NA,6010102,NA,Human Mixtard 20 Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,HUMAN MIXTARD 20 PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Human Mixtard 30  Penfill Cartridges (1.5 Ml),1,,,,,,
NA,0601012D0BCARA5,NA,Human Mixtard 30  Preloaded pen,1,,,,,,
NA,6010102,NA,HUMAN MIXTARD 30 100U/ML PENFILL 3ML,1,,,,,,
NA,0601012D0BCAWAQ,NA,Human Mixtard 30 Ge  Injection,1,,,,,,
f27H.00,NA,2.11E+17,HUMAN MIXTARD 30 ge inj 100 iu/ml,1,,,,,,
NA,NA,2.11E+17,Human mixtard 30 ge injection 100 iu/ml,1,,,,,,
NA,6010102,NA,human mixtard 30 innolet,1,,,,,,
NA,6010102,NA,HUMAN MIXTARD 30 INNOLET PREFILLED DEVICE 3ML INJ 100UNITS/ML,1,,,,,,
NA,0601012D0BCARA5,NA,HUMAN MIXTARD 30 PEN,1,,,,,,
f27R.00,NA,3.27E+15,HUMAN MIXTARD 30 pen 100 iu/ml,1,,,,,,
NA,NA,2.99E+17,HUMAN MIXTARD 30 pen 100 iu/ml [3ml disposablepens],1,,,,,,
NA,6010102,NA,Human Mixtard 30 Pen 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,HUMAN MIXTARD 30 PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,0601012D0BCARA5,NA,HUMAN MIXTARD 30 PEN 3ML INJ 100UNITS/ML,1,,,,,,
NA,0601012D0BCARA5,NA,HUMAN MIXTARD 30 PEN 5 X 3ML,1,,,,,,
f283.00,NA,2.11E+17,HUMAN MIXTARD 30 PENFILL 100 iu/ml,1,,,,,,
NA,NA,2.11E+17,Human mixtard 30 penfill 100 iu/ml,1,,,,,,
NA,6010102,NA,Human Mixtard 30 Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,HUMAN MIXTARD 30 PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
NA,0601012D0BCBAA0,NA,HUMAN MIXTARD 30 PENFILL 3ML INJ 100UNITS/ML,1,,,,,,
NA,NA,2.99E+17,Human Mixtard 30 Penfill Cartridges (1.5 Ml),1,,,,,,
NA,NA,2.99E+17,Human Mixtard 30 Preloaded Pen,1,,,,,,
NA,NA,2.99E+17,HUMAN MIXTARD 30/70 INJECTION 100 UNITS/ML,1,,,,,,
f27S.00,NA,3.27E+15,HUMAN MIXTARD 40 pen 100 iu/ml,1,,,,,,
NA,NA,2.99E+17,HUMAN MIXTARD 40 pen 100 iu/ml -,1,,,,,,
NA,NA,2.99E+17,HUMAN MIXTARD 40 PENFILL 100 iu/ml -,1,,,,,,
NA,6010102,NA,Human Mixtard 40 Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,06.01.01.02.00,NA,Human Mixtard 50 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),1,,,,,,
NA,6010102,NA,Human Mixtard 50 Pen 3ml INJ 100UNITS/ML,1,,,,,,
NA,6010102,NA,Human Mixtard 50 Penfill 3ml INJ 100UNITS/ML,1,,,,,,
NA,NA,2.99E+17,Human Mixtard 50 Penfill Cartridges (1.5 Ml),1,,,,,,
NA,NA,2.99E+17,HUMAN MIXTARD INSULIN 30/70,1,,,,,,
NA,0601012G0BDABAE,NA,Human Monotard (Novo)  Injection  100 units/ml,1,,,,,,
f226.00,NA,3.28E+15,HUMAN MONOTARD 100u/ml inj.,1,,,,,,
NA,NA,2.99E+17,HUMAN MONOTARD 100u/ml inj.,1,,,,,,
NA,NA,2.99E+17,HUMAN MONOTARD 100u/ml inj.[10ml vial(s)],1,,,,,,
NA,6010102,NA,Human Monotard Vial 10ml INJ 100UNITS/ML,1,,,,,,
NA,NA,2.99E+17,HUMAN NORMAL IMMUNOGLOB. 250mg,1,,,,,,
NA,NA,2.99E+17,HUMAN NORMAL IMMUNOGLOBULIN 250MG (BPL),1,,,,,,
NA,NA,2.99E+17,Human normal immunoglobulin Injection,1,,,,,,
NA,NA,2.99E+17,Human normal immunoglobulin Injection N/A,1,,,,,,
n511.00,NA,8.43E+16,HUMAN NORMAL IMMUNOGLOBULIN VAC 250mg,1,,,,,,
NA,14.04.28.00.00,NA,"Human papillomavirus (type 6, 11, 16, 18) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes",1,,,,,,
f259.00,NA,4.87E+16,Human protaphane 100unit/ml Injection (Novo Nordisk Ltd),1,,,,,,
NA,06.01.01.02.00,NA,HUMAN PROTAPHANE injection 100 units/ml [NOVO],1,,,,,,
NA,06.01.01.02.00,NA,HUMAN PROTAPHANE PENFILL 100 units/ml [NOVO],1,,,,,,
f241.00,NA,3.28E+15,HUMAN ULTRATARD inj 100 units/ml,1,,,,,,
NA,0601011N0BFACAB,NA,Human Velosulin  Injection  100 u/ml,1,,,,,,
f129.00,NA,3.31E+15,HUMAN VELOSULIN inj 100 units/ml,1,,,,,,
f129.00,NA,3.31E+15,HUMAN VELOSULIN injection 100 units/ml,1,,,,,,
NA,6010101,NA,Human Velosulin Vial 10ml INJ 100UNITS/ML,1,,,,,,
pm1R.00,NA,3.73E+15,Humapen ergo burgundy insulin pen 3ml/1-60 units,1,,,,,,
pm1R.00,NA,3.73E+15,Humapen Ergo burgundy insulin pen 3ml/1-60 units [LILLY],1,,,,,,
NA,06.01.01.04.00,NA,HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd),1,,,,,,
pm1R.00,NA,3.73E+15,HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd),1,,,,,,
NA,91.06.00.00.00,NA,HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Teal (Eli Lilly and Company Ltd),1,,,,,,
NA,NA,NA,HUMAPEN ERGO PEN BURGUNDY 3ML 1 UNIT 1-60 UNITS,1,,,,,,
NA,NA,NA,Humapen Ergo Pen Burgundy 3ml 1 Unit 1-60 Units,1,,,,,,
NA,NA,NA,HUMAPEN ERGO PEN TEAL 3ML 1 UNIT 1-60 UNITS,1,,,,,,
pm1Q.00,NA,6.57E+15,Humapen Ergo teal insulin pen 3ml/1-60 units [LILLY],1,,,,,,
NA,NA,2.09E+17,Humapen inj device [LILLY],1,,,,,,
NA,NA,2.09E+17,Humapen inj device Injection device (Eli Lilly and Company Ltd),1,,,,,,
NA,91.02.00.00.00,NA,Humapen injection device [LILLY],1,,,,,,
NA,NA,NA,Humapen Luxura  Re-usable pen  3 ml  1-60 units,1,,,,,,
NA,NA,NA,Humapen Luxura  Re-usable pen  3 ml  1-60 units  Burgundy,1,,,,,,
NA,NA,NA,Humapen Luxura  Re-usable pen  3 ml  1-60 units  Champagne,1,,,,,,
pm1m.00,NA,9.54E+15,Humapen Luxura burgundy insulin pen 3ml/1-60 units [LILLY],1,,,,,,
pm1n.00,NA,2.51E+17,Humapen Luxura burgundy insulin pen 3ml/1-60 units [LILLY],1,,,,,,
pm1n.00,NA,1.16E+16,Humapen Luxura champagne insulin pen 3ml/1-60 units [LILLY],1,,,,,,
NA,NA,NA,Humapen Luxura Hd  Re-usable pen  3 ml  1-30 units,1,,,,,,
NA,71190900,NA,HumaPen Luxura HD hypodermic insulin injection pen reusab...,1,,,,,,
NA,NA,1.28E+16,HumaPen Luxura HD hypodermic insulin injection pen reusable,1,,,,,,
NA,06.01.01.04.00,NA,HumaPen Luxura HD hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units (Eli Lilly and Company Ltd),1,,,,,,
NA,NA,1.28E+16,HumaPen Luxura HD hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units (Eli Lilly and Company Ltd),1,,,,,,
NA,71190900,NA,HumaPen Luxura hypodermic insulin injection pen reusable ...,1,,,,,,
NA,NA,9.54E+15,HumaPen Luxura hypodermic insulin injection pen reusable ...,1,,,,,,
NA,91.02.00.00.00,NA,HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Burgundy (Eli Lilly and Company Ltd),1,,,,,,
NA,06.01.01.03.00,NA,HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Champagne (Eli Lilly and Company Ltd),1,,,,,,
